content,stopwords_removal,score,category
kenapa setiap kali login selalu gagal pas verifikasi wajah gak bisa mulu padahal udah ikutin suruhannya,"['kali', 'login', 'gagal', 'verifikasi', 'wajah', 'gak', 'mulu', 'udah', 'ikutin', 'suruhannya']",3,neutral
nomor tujuan transfer atau e wallet kok tdk otomatis tersimpan yaa dan pengisian shopeepay jg dibatasi maksimal jt seharitidak seperti aplikasi yg lamalebih enak yg lama aplikasinya,"['nomor', 'tujuan', 'transfer', 'e', 'wallet', 'otomatis', 'tersimpan', 'yaa', 'pengisian', 'shopeepay', 'dibatasi', 'maksimal', 'jt', 'seharitidak', 'aplikasi', 'lamalebih', 'enak', 'aplikasinya']",3,neutral
sangat puas pelayanan nya,"['puas', 'pelayanan']",5,positive
kureng okmasih enakan yg lama lah dr pada wonder inimakin lama makin parahbanyak terjadi crash dan masuk susahapalagi saat mau masuk awal udah masuk tp blm stel pin tp pas masuk masukkan pin aneh jadi salah di suruh besok lagigitu terus,"['kureng', 'okmasih', 'enakan', 'wonder', 'inimakin', 'parahbanyak', 'crash', 'masuk', 'susahapalagi', 'masuk', 'udah', 'masuk', 'blm', 'stel', 'pin', 'masuk', 'masukkan', 'pin', 'aneh', 'salah', 'suruh', 'besok', 'lagigitu']",1,negative
untuk tarik tunai tanpa kartu nya ribet harus pake no otp jd lama biarpun ada pulsa nya tolong dong perbaiki biar lebih simpel dan cepat mksh,"['tarik', 'tunai', 'kartu', 'ribet', 'pake', 'no', 'otp', 'biarpun', 'pulsa', 'tolong', 'perbaiki', 'biar', 'simpel', 'cepat', 'mksh']",3,neutral
mau login aja ngulang terus dari foto ktp sama foto wajah ribet banget tolong benerin system nya padahal harusnya untuk hp cuma masukin password dan pin ini malah ngulang dari ktp lagi ribet aplikasi rusak,"['login', 'ngulang', 'foto', 'ktp', 'foto', 'wajah', 'ribet', 'banget', 'tolong', 'benerin', 'system', 'hp', 'masukin', 'password', 'pin', 'ngulang', 'ktp', 'ribet', 'aplikasi', 'rusak']",1,negative
sangat memuaskan,['memuaskan'],5,positive
so far enak sih dipakenya bisa transaksi dimana aja kapan aja fiturnya juga berfungsi sebagaimana mestinya tampilan juga oke banget baik dari segi warna font gambar semuanya pas enak dipandang,"['so', 'far', 'enak', 'sih', 'dipakenya', 'transaksi', 'dimana', 'fiturnya', 'berfungsi', 'mestinya', 'tampilan', 'oke', 'banget', 'segi', 'warna', 'font', 'gambar', 'enak', 'dipandang']",5,positive
apk serba ribet suami saya sudah terdaftar pas dicoba transaksi eh malah gagal tapi saldo terpotong belum ada kabar pengembalian dananya tolong bantu,"['apk', 'serba', 'ribet', 'suami', 'terdaftar', 'dicoba', 'transaksi', 'eh', 'gagal', 'saldo', 'terpotong', 'kabar', 'pengembalian', 'dananya', 'tolong', 'bantu']",2,negative
mudahan tidak sering error lagi sebetulnya lebih enak pakai bni mobile yg lama tapi sayang sdh tidak bisa diakses,"['mudahan', 'error', 'enak', 'pakai', 'bni', 'mobile', 'sayang', 'sdh', 'diakses']",4,positive
parah sekalidari semua bank cuma aplikasi ini yang susah sekali daftar onlinelanjutkan aplikasimu yang parah ini,"['parah', 'sekalidari', 'bank', 'aplikasi', 'susah', 'daftar', 'onlinelanjutkan', 'aplikasimu', 'parah']",1,negative
saat verifikasi wajah terjadi error dimana saya telah mengedipkan mata tetapi masih belum terdeteksi meskipun sudah berulang kali juga,"['verifikasi', 'wajah', 'error', 'dimana', 'mengedipkan', 'mata', 'terdeteksi', 'berulang', 'kali']",3,neutral
gk membantu dalam mutasi rekening karena kita gk bisa melihat sisa saldo per transaksi yang ada cuma berapa yang tambah dan berkurang buat kita bingung dalam menentukan saldo awal kita,"['membantu', 'mutasi', 'rekening', 'sisa', 'saldo', 'transaksi', 'berkurang', 'bingung', 'menentukan', 'saldo']",1,negative
takjub sama riwayat saldonya lebih gampang buat handle pengeluaran plus ada pie chartnya juga tau besaran keluar masuk saldo sama gapnya juga mungkin pr paling banyak di fitur mohon prioritasin top up saldo dana sama gopay,"['takjub', 'riwayat', 'saldonya', 'gampang', 'handle', 'pengeluaran', 'plus', 'pie', 'chartnya', 'tau', 'besaran', 'masuk', 'saldo', 'gapnya', 'pr', 'fitur', 'mohon', 'prioritasin', 'top', 'up', 'saldo', 'dana', 'gopay']",5,positive
terimakasih sudah ada menu total pengeluaranpemasukan secara detail namun mohon riwayat transaksi disertakan saldo pertransaksi seperti pada aplikasi sebelumnya sehingga mudah memantau saldonya bintang kalau itu ada,"['terimakasih', 'menu', 'total', 'pengeluaranpemasukan', 'detail', 'mohon', 'riwayat', 'transaksi', 'disertakan', 'saldo', 'pertransaksi', 'aplikasi', 'mudah', 'memantau', 'saldonya', 'bintang']",4,positive
aplikasi sangat membantu mudah dan cepat lihat mutasi rekening tidak ribet lagi dann juga akses qris sangat mudah digunakan,"['aplikasi', 'membantu', 'mudah', 'cepat', 'lihat', 'mutasi', 'rekening', 'ribet', 'dann', 'akses', 'qris', 'mudah']",5,positive
tolong kepada pihak bni untuk memperbaiki aplikasinya karena ini sangat mengecewakan pengguna terutama saya yang awalnya dengan mudah bisa bertransaksi dari sini tiba harus dibuat eror sehingga mengganggu aktivitas dan tolong juga jika sudah dilakukan perbaikan tampilkan hasil yang lebih baik dari sebelumnya karena percuma juga gangguan lama tapi hasilnya kaya gitu aja jangan lama updatenya,"['tolong', 'bni', 'memperbaiki', 'aplikasinya', 'mengecewakan', 'pengguna', 'mudah', 'bertransaksi', 'eror', 'mengganggu', 'aktivitas', 'tolong', 'perbaikan', 'tampilkan', 'hasil', 'gangguan', 'hasilnya', 'kaya', 'gitu', 'updatenya']",1,negative
masih sama kayak mbankingnya otp gak masuk ke no gak tau ke no lain padahal ngarepnya sistem otp bisa lebih baik di app ini biar bisa tarik tunai tanpa kartu,"['kayak', 'mbankingnya', 'otp', 'gak', 'masuk', 'no', 'gak', 'tau', 'no', 'ngarepnya', 'sistem', 'otp', 'app', 'biar', 'tarik', 'tunai', 'kartu']",3,neutral
aplikasi yg sangat membantu utk proses apapun terimakasih bni,"['aplikasi', 'membantu', 'proses', 'apapun', 'terimakasih', 'bni']",5,positive
saat verifikasi wajah terjadi error dimana saya telah mengedipkan mata tetapi masih belum terdeteksi meskipun sudah berulang kali juga,"['verifikasi', 'wajah', 'error', 'dimana', 'mengedipkan', 'mata', 'terdeteksi', 'berulang', 'kali']",3,neutral
cepat dan nyaman saat bertransaksi,"['cepat', 'nyaman', 'bertransaksi']",5,positive
bingung mau transaksi sudah hari masih eror mau transaksi susah gimna dong msak lama bet perbaikan ny lama bet mau login bikin kesal aj,"['bingung', 'transaksi', 'eror', 'transaksi', 'susah', 'gimna', 'msak', 'bet', 'perbaikan', 'bet', 'login', 'bikin', 'kesal', 'aj']",1,negative
pindah aplikasi bukannya tambah mudah ini malah tambah ribet login gagal terus gatau kenapa padahal koneksi internet stabil buat yuotub dan aplikasi lainnya lancar menurut saya sih ini masih bagus aplikasi bni yg dulu daripada ini,"['pindah', 'aplikasi', 'mudah', 'ribet', 'login', 'gagal', 'gatau', 'koneksi', 'internet', 'stabil', 'yuotub', 'aplikasi', 'lancar', 'sih', 'bagus', 'aplikasi', 'bni']",2,negative
aktifasi dan transaksi lebih mudah dengan fitur yg simpel cepat dan lengkap,"['aktifasi', 'transaksi', 'mudah', 'fitur', 'simpel', 'cepat', 'lengkap']",5,positive
kamera handphone depan saya agak buram akan tetapi sudah daftar di handphone istri apakah bisa tanpa fitur pengenalan wajah terlebih dahulu untuk login di handphone saya seperti aplikasi bni mobile bangking sebelumnya,"['kamera', 'handphone', 'buram', 'daftar', 'handphone', 'istri', 'fitur', 'pengenalan', 'wajah', 'login', 'handphone', 'aplikasi', 'bni', 'mobile', 'bangking']",3,neutral
mungkin bisa diperbaiki lagi dalam verifikasi wajah karna saya sudah mencoba gagal terus dengan alasan pencahayaan kurang padahal pencahayaan ruangan saya sudah cukup mungkin kedepannya bisa diperbaiki lagi dalam scan wajah,"['diperbaiki', 'verifikasi', 'wajah', 'karna', 'mencoba', 'gagal', 'alasan', 'pencahayaan', 'pencahayaan', 'ruangan', 'kedepannya', 'diperbaiki', 'scan', 'wajah']",3,neutral
awal bagus aja transaksi sekarang mau transfer gagal mulu padahal saldo juga ada hm bad lah,"['bagus', 'transaksi', 'transfer', 'gagal', 'mulu', 'saldo', 'hm', 'bad']",1,negative
transaksi lebih mudah,"['transaksi', 'mudah']",5,positive
oke dan cepat,"['oke', 'cepat']",5,positive
wo update terbaru dari bni bagus banget tampilannya cepat transaksi sat set wat wet,"['wo', 'update', 'terbaru', 'bni', 'bagus', 'banget', 'tampilannya', 'cepat', 'transaksi', 'sat', 'set', 'wat', 'wet']",5,positive
aplikasi nya membantu banget semua transaksi jadi mudah fiturnya lengkap banget apalagi ada fitur insight yang ngetrack uang masuk dan uang keluar,"['aplikasi', 'membantu', 'banget', 'transaksi', 'mudah', 'fiturnya', 'lengkap', 'banget', 'fitur', 'insight', 'ngetrack', 'uang', 'masuk', 'uang']",5,positive
jelek kali lah ini wondr by bni kita mau menggunakan setiap saat malah gak bisa di waktu kita butuh alasan sedang perbaikan tolong lah kedepannya di perbaiki agar tidak ada kendala gini trs kalau keseringan mau di gunakan gak bisa auto pindak bank lain lah,"['jelek', 'kali', 'wondr', 'by', 'bni', 'gak', 'butuh', 'alasan', 'perbaikan', 'tolong', 'kedepannya', 'perbaiki', 'kendala', 'gini', 'trs', 'keseringan', 'gak', 'auto', 'pindak', 'bank']",1,negative
sebenarnya tampilannya lebih cantik dan menarik tapi mohon maaf fiturnya kurang lengkap kalau bisa menampilkan informasi keterangan pada mutasi transaksi masuk yang ada hanya keterangan dari mana tp catatan keterangan transfernya tidak ada tidak seperti aplikasi bni lama,"['tampilannya', 'cantik', 'menarik', 'mohon', 'maaf', 'fiturnya', 'lengkap', 'menampilkan', 'informasi', 'keterangan', 'mutasi', 'transaksi', 'masuk', 'keterangan', 'catatan', 'keterangan', 'transfernya', 'aplikasi', 'bni']",3,neutral
mudah di mengerti dan di gunakan,"['mudah', 'mengerti']",4,positive
baik sih bisa mudah tapi tetap saja sama aplikasi yg lain ada potongan adminnya juga,"['sih', 'mudah', 'aplikasi', 'potongan', 'adminnya']",3,neutral
aplikasi transaksi tanpa kartunya tolong lah di buat agar mempermudah tarik tunai tanpa kartu atm,"['aplikasi', 'transaksi', 'kartunya', 'tolong', 'mempermudah', 'tarik', 'tunai', 'kartu', 'atm']",3,neutral
bagusnyaman saat menggunakan apk wondr by bni ini tapi hari ini knp belum bisa di buka lagi yakatanya dalam perbaikanitu maksudnya apa ya tolong di comfirmasi,"['bagusnyaman', 'apk', 'wondr', 'by', 'bni', 'knp', 'buka', 'yakatanya', 'perbaikanitu', 'maksudnya', 'tolong', 'comfirmasi']",5,positive
mudah dan lancar,"['mudah', 'lancar']",5,positive
lupa password mau ganti malah aplikasi error coba lagi coba lagi perbaiki dan lengkapi dulu aplikasinyabaru lah nasabah disuruh pakai,"['lupa', 'password', 'ganti', 'aplikasi', 'error', 'coba', 'coba', 'perbaiki', 'lengkapi', 'aplikasinyabaru', 'nasabah', 'disuruh', 'pakai']",2,negative
sangat membantu bisa cek keuangan sendiri cuma sayang kadang jaringan suka gangguan,"['membantu', 'cek', 'keuangan', 'sayang', 'kadang', 'jaringan', 'suka', 'gangguan']",5,positive
lancar dalam bertransaksi,"['lancar', 'bertransaksi']",5,positive
baik sekali tanpa ada pembayaran admin,"['pembayaran', 'admin']",5,positive
mempermudah transaksi,"['mempermudah', 'transaksi']",3,neutral
jelek poinnya yg di bni m banking dulu tidak muncul terakumulasi di wondr,"['jelek', 'poinnya', 'bni', 'm', 'banking', 'muncul', 'terakumulasi', 'wondr']",3,neutral
masih suka hank kdg bikin malu klo mau ambil promo depan kasir jd lola,"['suka', 'hank', 'kdg', 'bikin', 'malu', 'ambil', 'promo', 'kasir', 'lola']",3,neutral
baru juga download udh error aja bad experiences,"['download', 'udh', 'error', 'bad', 'experiences']",3,neutral
gak lama pakai aplikasi wonder ini gak bisa buka ke menu awal kenapa apa masalah jaringan bagus tapi gak bisa di buka malah yang bisa di buka aplikasi bni banking nya,"['gak', 'pakai', 'aplikasi', 'wonder', 'gak', 'buka', 'menu', 'jaringan', 'bagus', 'gak', 'buka', 'buka', 'aplikasi', 'bni', 'banking']",1,negative
bgus banget bisa gunakan kemana aja dan praktis,"['bgus', 'banget', 'kemana', 'praktis']",5,positive
informasinya kurang lengkaptidak ada keterangancontoh ketika gaji masuk tidak ada keterangan gaji ke berapa kalau yang lama masih ada,"['informasinya', 'lengkaptidak', 'keterangancontoh', 'gaji', 'masuk', 'keterangan', 'gaji']",3,neutral
ngisi saldo tapi ga masuk ke rekening aneh deh padahal udh x ngisi tetep aja ga masuk ke rekening,"['ngisi', 'saldo', 'masuk', 'rekening', 'aneh', 'udh', 'x', 'ngisi', 'tetep', 'masuk', 'rekening']",3,neutral
mantap lebih gampang ketimbang bni mobile,"['mantap', 'gampang', 'ketimbang', 'bni', 'mobile']",5,positive
aplikasi sangat membantu,"['aplikasi', 'membantu']",5,positive
kenapa aplikasi sering keluar sendiri belum sampai transaksi sudah force close mohon di jawab,"['aplikasi', 'transaksi', 'force', 'close', 'mohon']",3,neutral
fiturnya bagustapi kenapa pas saya bikin terus verifikasi pin slalu ada tulisan kesalahan sistem trs klo verifikasi ulang pinnya cuma berhenti disitu engga ke halaman selanjutnyaini udh hari inikendalanya di habis foto ktp kan itu ngisi nomor yg ada di kartunya habis itu verifikasi pinbikin pinnah pas ngisi pin yg pertama slalu ada tulisan maaf ada kesalahan sistemterus saya coba lgi kannah itu cuma berhenti disitu tidak masuk akunnya,"['fiturnya', 'bagustapi', 'bikin', 'verifikasi', 'pin', 'slalu', 'tulisan', 'kesalahan', 'sistem', 'trs', 'verifikasi', 'ulang', 'pinnya', 'berhenti', 'disitu', 'engga', 'halaman', 'selanjutnyaini', 'udh', 'inikendalanya', 'habis', 'foto', 'ktp', 'ngisi', 'nomor', 'kartunya', 'habis', 'verifikasi', 'pinbikin', 'pinnah', 'ngisi', 'pin', 'slalu', 'tulisan', 'maaf', 'kesalahan', 'sistemterus', 'coba', 'kannah', 'berhenti', 'disitu', 'masuk', 'akunnya']",3,neutral
belum puasdan terlambang pengembangannyamasak ketinggalan dg bank biru sebalahstor tunai tarik tunai aja gk adaklo mengurangi fitur buat apa toh jaman skarang digital itu udah kental mnjadi kebutuhan mentalsya naikkan ratingnya klo udah d perbaiki fiturnya,"['puasdan', 'terlambang', 'pengembangannyamasak', 'ketinggalan', 'bank', 'biru', 'sebalahstor', 'tunai', 'tarik', 'tunai', 'adaklo', 'mengurangi', 'fitur', 'jaman', 'skarang', 'digital', 'udah', 'kental', 'mnjadi', 'kebutuhan', 'mentalsya', 'naikkan', 'ratingnya', 'udah', 'perbaiki', 'fiturnya']",3,neutral
kurangnya tidak ada fitur stor tunai,"['kurangnya', 'fitur', 'stor', 'tunai']",3,neutral
bagus sekali memudahkan pengguna m banking,"['bagus', 'memudahkan', 'pengguna', 'm', 'banking']",5,positive
terimakasih sangat membantu,"['terimakasih', 'membantu']",5,positive
apk yg bener belum siap pakai lebih bagus mbanking yg dulu lebih praktis gak banyak nge bug nya mana mbanking sudah di uninstal disuruh pihak bank deuh mempersulit transaksi aja tiap masukin pin wondr selalu salah padahal udah bener sampe berkali verif akun,"['apk', 'bener', 'pakai', 'bagus', 'mbanking', 'praktis', 'gak', 'nge', 'bug', 'mbanking', 'uninstal', 'disuruh', 'bank', 'deuh', 'mempersulit', 'transaksi', 'masukin', 'pin', 'wondr', 'salah', 'udah', 'bener', 'sampe', 'berkali', 'verif', 'akun']",1,negative
sangat membantu sekali,['membantu'],5,positive
kok app wonder bni sya gk bisa dibuka ya hari ini,"['app', 'wonder', 'bni', 'sya', 'dibuka']",3,neutral
mudah dan nyaman,"['mudah', 'nyaman']",5,positive
kenapa bukti transaksi munculnya di halaman bukti transaksi lambat ya min engga langsung ada dan bisa didownload misal butuh atau kelupaan langsung download,"['bukti', 'transaksi', 'munculnya', 'halaman', 'bukti', 'transaksi', 'lambat', 'min', 'engga', 'langsung', 'didownload', 'butuh', 'kelupaan', 'langsung', 'download']",4,positive
kayak nya bni paling gagal di verifikasi wajah susah kali mau perekaman wajah tak pernah beres,"['kayak', 'bni', 'gagal', 'verifikasi', 'wajah', 'susah', 'kali', 'perekaman', 'wajah', 'beres']",1,negative
untuk transaksi e wallet kalau bisa di naikkan di atas rp seperti m banking,"['transaksi', 'e', 'wallet', 'naikkan', 'rp', 'm', 'banking']",5,positive
enak simple transaksi mudah tpi limit harian transaksi cuma jt virtual akunya,"['enak', 'simple', 'transaksi', 'mudah', 'limit', 'harian', 'transaksi', 'jt', 'virtual', 'akunya']",3,neutral
login sesi habis masuk ke tampilan awal untuk login login lagi sesi habis masuk ke tampilan awal lagi muter muter disana aja kalau masih banyak bug jangan di release dulu lah,"['login', 'sesi', 'habis', 'masuk', 'tampilan', 'login', 'login', 'sesi', 'habis', 'masuk', 'tampilan', 'muter', 'muter', 'disana', 'bug', 'release']",2,negative
untuk riwayat transaksi kurang terupdate tolong segera diperbaiki,"['riwayat', 'transaksi', 'terupdate', 'tolong', 'diperbaiki']",3,neutral
untuk aplikasi bank udah bagus nggak ribet,"['aplikasi', 'bank', 'udah', 'bagus', 'nggak', 'ribet']",5,positive
verif muka ga pernah bisa udah di tempat yang terang lepas aksesoris ikuti instruksi tetep ga bisa aplikasi aneh,"['verif', 'muka', 'udah', 'terang', 'lepas', 'aksesoris', 'ikuti', 'instruksi', 'tetep', 'aplikasi', 'aneh']",1,negative
untuk riwayat transaksi kurang terupdate tolong segera diperbaiki,"['riwayat', 'transaksi', 'terupdate', 'tolong', 'diperbaiki']",3,neutral
sangat baik dan kami terbantu sekali dengan fasilitas dan kemudahan bertransaksi,"['terbantu', 'fasilitas', 'kemudahan', 'bertransaksi']",5,positive
sangat puas pake aplikasi ini,"['puas', 'pake', 'aplikasi']",5,positive
pas daftar setiap kali sampai di tahap scan wajah atau verivikasi wajah selalu di bilang ada kendala di sitem kami atau sistem sibuk memangnya sibuk tiap hari tiap jam di ulangi besok bgtu ja mo di siang pgi malam sma aja sistem sibuk vba lebih dri x ulangi besok gak ada solusi,"['daftar', 'kali', 'tahap', 'scan', 'wajah', 'verivikasi', 'wajah', 'bilang', 'kendala', 'sitem', 'sistem', 'sibuk', 'memangnya', 'sibuk', 'jam', 'ulangi', 'besok', 'ja', 'mo', 'siang', 'pgi', 'malam', 'sma', 'sistem', 'sibuk', 'vba', 'dri', 'x', 'ulangi', 'besok', 'gak', 'solusi']",1,negative
sangat puas sekali nice,"['puas', 'nice']",5,positive
ada bug force close untuk smartphone yang menggunakan adoptable storagetolong fungsi external storagenya ditambahkan,"['bug', 'force', 'close', 'smartphone', 'adoptable', 'storagetolong', 'fungsi', 'external', 'storagenya']",3,neutral
lebih baik m banking bni sebelumnya mau buka aplikasi aja loading dulu lama bgt gak lgsg kebukagak kaya bni sebelumnya jgn bilang jaringan internet smntra aplikasi saya yang lain lancar jaya,"['m', 'banking', 'bni', 'buka', 'aplikasi', 'loading', 'gak', 'lgsg', 'kebukagak', 'kaya', 'bni', 'bilang', 'jaringan', 'internet', 'smntra', 'aplikasi', 'lancar', 'jaya']",1,negative
baru instal sudah tidak bisa karena sistem maintenance padahal teman mendownload bareng solusinya bagaimana,"['instal', 'sistem', 'maintenance', 'teman', 'mendownload', 'bareng', 'solusinya']",3,neutral
