content,stemmed,score,category
aplikasinya mohon maaf jelek per hari senin tanggal november dari tadi siang mau pake aplikasi ini eror terus gak tahu ada maintenance kali ya tapi sampe hari ini jam wib masih belum bisa digunakan untung aplikasi yang lama belum diuninstal jadinya balik lagi aplikasi yang lama dan lancar lancar aja tuh aplikasi yang lama tolong dong kalo developnya aplikasi wonderia belum mateng gak usah di publish ini aplikasi bikin ribet aja thanks,"['aplikasi', 'mohon', 'maaf', 'jelek', 'senin', 'tanggal', 'november', 'siang', 'pake', 'aplikasi', 'eror', 'gak', 'maintenance', 'kali', 'sampe', 'jam', 'wib', 'untung', 'aplikasi', 'diuninstal', 'aplikasi', 'lancar', 'lancar', 'tuh', 'aplikasi', 'tolong', 'kalo', 'developnya', 'aplikasi', 'wonderia', 'mateng', 'gak', 'publish', 'aplikasi', 'bikin', 'ribet', 'thanks']",1,negative
selalu gagal saat login tolong perbaiki,"['gagal', 'login', 'tolong', 'baik']",5,positive
kendala nya dengan data saya saya kan sekarang ada di hongkong karena dengan aplikasi wondr gampang dipakai nya jadi saya pingin pakai wondr,"['kendala', 'data', 'hongkong', 'aplikasi', 'wondr', 'gampang', 'pakai', 'pingin', 'pakai', 'wondr']",5,positive
aplikasinya bagus bangeett banyak promo dan fiturnya lengkap memudahkan gen z yang sering qris qris kalo beli makan buruann download dehh pasti setiap bulan ada aja promo promo menarikk,"['aplikasi', 'bagus', 'bangeett', 'promo', 'fiturnya', 'lengkap', 'mudah', 'gen', 'z', 'qris', 'qris', 'kalo', 'beli', 'makan', 'buruann', 'download', 'dehh', 'promo', 'promo', 'menarikk']",5,positive
aplikasinya kacausetelah transaksi transfer atau di transfer data laporanya nya tdk langsung muncul kita gk sllu hafal saldo terahir kita kita gk tau nambah saldo atau tdk aplikasi gak bermutu cepat di perbaiki uda enak e banking yg dulu malah di ubah jadi gk guna gini,"['aplikasi', 'kacausetelah', 'transaksi', 'transfer', 'transfer', 'data', 'laporanya', 'langsung', 'muncul', 'sllu', 'hafal', 'saldo', 'terahir', 'tau', 'nambah', 'saldo', 'aplikasi', 'gak', 'mutu', 'cepat', 'baik', 'uda', 'enak', 'e', 'banking', 'ubah', 'gin']",1,negative
baru kali ini nyobain aplikasinya sangat mudah dan praktis keamanan disaat login juga sangat terjaga dan yang pasti gampang ketika ingin melihat rekapan transaksinya pokoknya best,"['kali', 'nyobain', 'aplikasi', 'mudah', 'praktis', 'aman', 'saat', 'login', 'jaga', 'gampang', 'rekap', 'transaksi', 'pokok', 'best']",5,positive
tampilannya keren dengan warna yg wow banget transaksi jadi lebih mudah cukup step lgsg jadi bisa reset pin atm pulak ga perlu jauh ke kantorga perlu antri wondr by bni emang sekeren itu,"['tampil', 'keren', 'warna', 'wow', 'banget', 'transaksi', 'mudah', 'step', 'lgsg', 'reset', 'pin', 'atm', 'pulak', 'kantorga', 'antri', 'wondr', 'by', 'bni', 'emang', 'keren']",5,positive
aplikasi gajelas orang lagi butuh cepet malah gangguan mana lama banget lagi gak kayak bank sebelah aplikasi aman lancar jaya,"['aplikasi', 'gajelas', 'orang', 'butuh', 'cepet', 'ganggu', 'banget', 'gak', 'kayak', 'bank', 'belah', 'aplikasi', 'aman', 'lancar', 'jaya']",2,negative
verifikasi wajah sangat menyusahkan sudah lebih mudah verifikasi wajahnya,"['verifikasi', 'wajah', 'susah', 'mudah', 'verifikasi', 'wajah']",5,positive
tolong dong apk dibuat seperti dulu aja ada rincian total saldo tiap transaksi terkadang tidak ada rincian dana keluar masuk kan gak selalu hafal saldo mana untuk rekening bisnis hadeh merepotkan sekali bagusan yg dulu asli,"['tolong', 'apk', 'rincian', 'total', 'saldo', 'transaksi', 'terkadang', 'rincian', 'dana', 'masuk', 'gak', 'hafal', 'saldo', 'rekening', 'bisnis', 'hadeh', 'repot', 'bagus', 'asli']",2,negative
sering close dan minta daftar ulang di perbaiki lagi bug min tq,"['close', 'daftar', 'ulang', 'baik', 'bug', 'min', 'tq']",3,neutral
sangat mudah di akses,"['mudah', 'akses']",5,positive
kurang nya tida ada tarik tunai,"['tida', 'tarik', 'tunai']",4,positive
informasinya kurang lengkaptidak ada keterangancontoh ketika gaji masuk tidak ada keterangan gaji ke berapa kalau yang lama masih ada,"['informasi', 'lengkaptidak', 'keterangancontoh', 'gaji', 'masuk', 'terang', 'gaji']",3,neutral
mantap dan mudah digunakan,"['mantap', 'mudah']",5,positive
wondr tidak ada menu mobile tunai menu bisa tarik tunai atau setor tunai tanpa kartu mohon di ada kan krn sangat membantu,"['wondr', 'menu', 'mobile', 'tunai', 'menu', 'tarik', 'tunai', 'setor', 'tunai', 'kartu', 'mohon', 'krn', 'bantu']",2,negative
sangat membantu sekali,['bantu'],5,positive
saat saya mentransfer uang tulisannya transfer belum berhasil tetapi di notifikasi bertuliskan transfer diterima di riwayat transfer juga berhasil tapi saldo tidak berkurang aplikasi aneh,"['transfer', 'uang', 'tulis', 'transfer', 'hasil', 'notifikasi', 'tulis', 'transfer', 'terima', 'riwayat', 'transfer', 'hasil', 'saldo', 'kurang', 'aplikasi', 'aneh']",1,negative
sangat puas dengan aplikasi wondr by bni,"['puas', 'aplikasi', 'wondr', 'by', 'bni']",5,positive
bagus cpt bkin nya mbanking ga harus ke kantor bni,"['bagus', 'cpt', 'bkin', 'mbanking', 'kantor', 'bni']",5,positive
lebih efisien dan mudah di gunakan nya gak ribet sejauh sudah semakin baik pelayanan nya dan aman terkendali,"['efisien', 'mudah', 'gak', 'ribet', 'layan', 'aman', 'kendali']",5,positive
lebih praktis dan cepat,"['praktis', 'cepat']",5,positive
aplikasi belum siap dipaksakan verif wajah juga eror terus huft pindah bank aja dah mau bayar spp juga opsi kampusnya belum ada udah coba verif wajah kali berturut tetep gak bisa udah ngikutin segala cara bahkan udah ke satpam bninya,"['aplikasi', 'paksa', 'verif', 'wajah', 'eror', 'huft', 'pindah', 'bank', 'dah', 'bayar', 'spp', 'opsi', 'kampus', 'udah', 'coba', 'verif', 'wajah', 'kali', 'tetep', 'gak', 'udah', 'ngikutin', 'udah', 'satpam', 'bninya']",1,negative
msh sering eror knp mesti bikin aplikasi baru lgi seharus bni mobile aja yg di tingkat kan kualitas nyaperkuat keamanan nyadan permudah cara transaksi ny,"['msh', 'eror', 'knp', 'mesti', 'bikin', 'aplikasi', 'harus', 'bni', 'mobile', 'tingkat', 'kualitas', 'nyaperkuat', 'aman', 'nyadan', 'mudah', 'transaksi']",1,negative
waduh banyak menu pilihan di aplikasi yang kepangkas tidak lengkap kayak tarik tunai tanpa kartu di atm tidak ada banyak lagi padahal itu penting bila lupa lagi keluar tanpa bawa dompet wah tolong menu tarik uang tanpa kartu atm segera di tambahkan dan menu fitur yang ada di aplikasi bni yang lama aplikasi baru kok sedikit fiturnya,"['menu', 'pilih', 'aplikasi', 'pangkas', 'lengkap', 'kayak', 'tarik', 'tunai', 'kartu', 'atm', 'lupa', 'bawa', 'dompet', 'tolong', 'menu', 'tarik', 'uang', 'kartu', 'atm', 'tambah', 'menu', 'fitur', 'aplikasi', 'bni', 'aplikasi', 'fiturnya']",3,neutral
apakah bisa di pakai untuk transaksi di luar negri,"['pakai', 'transaksi', 'negri']",3,neutral
tolong banget kalo pas ada pemberitahuan update nya kasih opsi pilihan lain juga ini masa harus di tekan update dulu baru bisa di buka pikirin ruang penyimpanan juga lah,"['tolong', 'banget', 'kalo', 'pemberitahuan', 'update', 'kasih', 'opsi', 'pilih', 'tekan', 'update', 'buka', 'pikirin', 'ruang', 'simpan']",3,neutral
aplikasi sangat mudah dan bagus,"['aplikasi', 'mudah', 'bagus']",5,positive
mantap tdk ribet dan aman,"['mantap', 'ribet', 'aman']",5,positive
cepat akurat dan efisien,"['cepat', 'akurat', 'efisien']",5,positive
saya ksh bintang dlu ya memang fitur yg paling ditunggu sdh rilis yaitu mobile tunai tpi knp untuk otp msh menggunakan sms knp tdk menggunakan by wa saja pdhl saat aktivasi bisa kirim otp menggunakan wa,"['ksh', 'bintang', 'dlu', 'fitur', 'tunggu', 'sdh', 'rilis', 'mobile', 'tunai', 'knp', 'otp', 'msh', 'sms', 'knp', 'by', 'wa', 'pdhl', 'aktivasi', 'kirim', 'otp', 'wa']",4,positive
sudah sangat baiksedikit masukan utk layanan pengecekan pdam agar bisa lebih di tingkatkan lagiterimakasihsalam hormat,"['baiksedikit', 'masuk', 'layan', 'kece', 'pdam', 'tingkat', 'lagiterimakasihsalam', 'hormat']",5,positive
aplikasinya simpel tampilannya menarik dan mudah digunakan aplikasinya lengkap banget bisa lihat insight keuangan pemasukan pengeluaran investasi tabungan dan mengembangkan aset mantap banget bni maju terus,"['aplikasi', 'simpel', 'tampil', 'tarik', 'mudah', 'aplikasi', 'lengkap', 'banget', 'lihat', 'insight', 'uang', 'pasu', 'keluar', 'investasi', 'tabung', 'kembang', 'aset', 'mantap', 'banget', 'bni', 'maju']",5,positive
kenapa hari ini aplikasi tidak bisa di buka,"['aplikasi', 'buka']",5,positive
kalo login nya pake pinkaya nya bakal lebih gak ribet pas login trus buat transaksi keuangan pake sandi bakal lebih aman satu lagi fitur ganti nomor hp nya gak ada,"['kalo', 'login', 'pake', 'pinkaya', 'gak', 'ribet', 'login', 'trus', 'transaksi', 'uang', 'pake', 'sandi', 'aman', 'fitur', 'ganti', 'nomor', 'hp', 'gak']",2,negative
sangat baik dan membantu sekali,['bantu'],5,positive
setelah menginstal kemaren sore sampai hari ini tidak bisa digunakan untuk transfer dengan alasan limit melampaui bataspadahap nilai yg ditransfer sangat kecil dan dari semalam sudah beda hari sama sekali belum dipakai sangat membahayakan bagi siapa sj yg menginstal jika memiliki keperluan darurat,"['menginstal', 'kemaren', 'sore', 'transfer', 'alas', 'limit', 'lampau', 'bataspadahap', 'nilai', 'transfer', 'malam', 'beda', 'pakai', 'bahaya', 'sj', 'menginstal', 'milik', 'perlu', 'darurat']",1,negative
bagus mudah digunakan,"['bagus', 'mudah']",5,positive
layanan call center wa centernya cukup buruk sampai berharihari tdk direspon setiap di telp selalu suruh nunggu terus,"['layan', 'call', 'center', 'wa', 'centernya', 'buruk', 'berharihari', 'direspon', 'telp', 'suruh', 'nunggu']",4,positive
sering error tdk bisa masuk aplikasi jadinya kembali pakai aplikasi lama yang lebih stabil,"['error', 'masuk', 'aplikasi', 'pakai', 'aplikasi', 'stabil']",2,negative
apk gajelas makin hari makin rusak mu transaksi aja susah reset reset sandi pantes aja orng ga mau pake bni,"['apk', 'gajelas', 'rusak', 'mu', 'transaksi', 'susah', 'reset', 'reset', 'sandi', 'pantes', 'orng', 'pake', 'bni']",1,negative
tidak bisa melihat saldo terakhir setelah adanya pembayaran atau pemasukan harusnya di sediakan fitur agar kami bisa tau berapa saldo terakhir sebelum transaksi masa iya harus hitung manual satu kan ga semua org bisa inget saldo terakhirnya setelah ataupun sebelum transaksi,"['saldo', 'bayar', 'pasu', 'sedia', 'fitur', 'tau', 'saldo', 'transaksi', 'iya', 'hitung', 'manual', 'org', 'inget', 'saldo', 'akhir', 'transaksi']",2,negative
dengan versi terbaru wondr semakin mudah untuk bertransaksi,"['versi', 'baru', 'wondr', 'mudah', 'transaksi']",3,neutral
mudah di gunakan,['mudah'],5,positive
selama hampir minggu pemakaian aplikasi ini menurut aku lebih mudah pakek bni mobile drpd wondr riwayat transaksi bni mobile tercantum detail dan ada arus pengeluaran serta pemasukan dana sdngkan di wondr ada transaksi uang masuk malah tidak tercantum di riwayat transaksi dan aku pribadi kurang suka sama tampilan bukti transaksi nya yg di wondr kalau mau transisi pastiin aplikasi udah bener ready biar user nya ttp nyaman pakek bni semoga segera diperbaiki,"['minggu', 'pakai', 'aplikasi', 'mudah', 'pakek', 'bni', 'mobile', 'drpd', 'wondr', 'riwayat', 'transaksi', 'bni', 'mobile', 'cantum', 'detail', 'arus', 'keluar', 'pasu', 'dana', 'sdngkan', 'wondr', 'transaksi', 'uang', 'masuk', 'cantum', 'riwayat', 'transaksi', 'pribadi', 'suka', 'tampil', 'bukti', 'transaksi', 'wondr', 'transisi', 'pastiin', 'aplikasi', 'udah', 'bener', 'ready', 'biar', 'user', 'nyaman', 'pakek', 'bni', 'moga', 'baik']",3,neutral
sangat memuaskanmembantu transaksi keuangan tanpa harus datang ke bni,"['memuaskanmembantu', 'transaksi', 'uang', 'bni']",5,positive
oke banget aplikasi nya,"['oke', 'banget', 'aplikasi']",5,positive
sebenarnya tampilannya lebih cantik dan menarik tapi mohon maaf fiturnya kurang lengkap kalau bisa menampilkan informasi keterangan pada mutasi transaksi masuk yang ada hanya keterangan dari mana tp catatan keterangan transfernya tidak ada tidak seperti aplikasi bni lama,"['tampil', 'cantik', 'tarik', 'mohon', 'maaf', 'fiturnya', 'lengkap', 'tampil', 'informasi', 'terang', 'mutasi', 'transaksi', 'masuk', 'terang', 'catat', 'terang', 'transfer', 'aplikasi', 'bni']",3,neutral
sering ngeblank sudah nyaman pakai bni mobile banking sekarang harus bolak balik ke wonders jadi makin ribet mau bayar tagihan listrik susah karena aplikasinya ngeblank,"['ngeblank', 'nyaman', 'pakai', 'bni', 'mobile', 'banking', 'bolak', 'wonders', 'ribet', 'bayar', 'tagih', 'listrik', 'susah', 'aplikasi', 'ngeblank']",3,neutral
wah aplikasi bni mobile skrg jadi lbh kekinian dan lengkap semua ada dlm genggaman tampilannya jga lbh eye catching jadi asik deh pakainya,"['aplikasi', 'bni', 'mobile', 'skrg', 'lbh', 'kini', 'lengkap', 'dlm', 'genggam', 'tampil', 'jga', 'lbh', 'eye', 'catching', 'asik', 'pakai']",5,positive
maaf mungkin sebaiknya di halaman riwayat transaksi bisa ditampilkan rincian keluarmasuk saldo secara lengkap seperti kredit debit dan total saldo jadi pengguna bisa mengetahui jumlah saldo sebelum dan sesudah melakukan transaksi sama seperti di aplikasi bni mobile banking kalau hal ini belum ditingkatkan ada kemungkinan pengguna akan lebih nyaman melakukan transaksi di aplikasi lama bni mobile banking terimakasih,"['maaf', 'halaman', 'riwayat', 'transaksi', 'tampil', 'rincian', 'keluarmasuk', 'saldo', 'lengkap', 'kredit', 'debit', 'total', 'saldo', 'guna', 'saldo', 'transaksi', 'aplikasi', 'bni', 'mobile', 'banking', 'tingkat', 'guna', 'nyaman', 'transaksi', 'aplikasi', 'bni', 'mobile', 'banking', 'terimakasih']",3,neutral
aplikasi nya sih bagustapi kenapa kalau gagal transfersaldonya tetep kepotong,"['aplikasi', 'sih', 'bagustapi', 'gagal', 'transfersaldonya', 'tetep', 'potong']",3,neutral
aplikasi sudah punya tapi mengapa tidak bisa dibuka cuma muncul logo wondr saya tunggu sampai lama tapi tidak terbuka ini sudah sekian kali nya dulu pernah seperti ini sampai sampai saya hafus terus nginstal lagi dan daftar lagi baru bisa apa harus seperti ini daftar berulang ulang tolong dong dibenahi masa harus daftar dan download lagi,"['aplikasi', 'buka', 'muncul', 'logo', 'wondr', 'tunggu', 'buka', 'sekian', 'kali', 'hafus', 'nginstal', 'daftar', 'daftar', 'ulang', 'ulang', 'tolong', 'benah', 'daftar', 'download']",4,positive
transaksi makin mudah,"['transaksi', 'mudah']",5,positive
transaksi apapun makin simple pakai wondr by bni aja,"['transaksi', 'apa', 'simple', 'pakai', 'wondr', 'by', 'bni']",5,positive
aplikasinya eror hari pertama sudah berhasil logineh berikutnya balik ke halaman persetujuan terus dan gabisa diklik selanjutnya,"['aplikasi', 'eror', 'hasil', 'logineh', 'halaman', 'tuju', 'gabisa', 'klik']",1,negative
loading masuk aplikasi sangat lambat,"['loading', 'masuk', 'aplikasi', 'lambat']",3,neutral
mohon limit transfernya kembangkan lagi jadi jt hari jangan jthari jadimalah harus tunggu jam kalo mau transfer lagi overall bagus sih apknya jadi llebih simple ga ribet,"['mohon', 'limit', 'transfer', 'kembang', 'jt', 'jthari', 'jadimalah', 'tunggu', 'jam', 'kalo', 'transfer', 'overall', 'bagus', 'sih', 'apknya', 'llebih', 'simple', 'ribet']",5,positive
haloo bni kapan tersedia fitur transaksi tanpa kartu saya sudah menunggu bulan sementara di bni mobil setor tunai tanpa kartu sudah diarahkan ke wondr by bni saran kalau belum lengkap fitur nya atau minimal sama dengan bni mobile di tutup saja untuk sementara aplikasi wondr by bni,"['haloo', 'bni', 'sedia', 'fitur', 'transaksi', 'kartu', 'tunggu', 'bni', 'mobil', 'setor', 'tunai', 'kartu', 'arah', 'wondr', 'by', 'bni', 'saran', 'lengkap', 'fitur', 'minimal', 'bni', 'mobile', 'tutup', 'aplikasi', 'wondr', 'by', 'bni']",1,negative
isi token listrik keterangan nya gagal tapi saldo udh kepotong dan belum balik lagi saldonya sampe sekarang,"['isi', 'token', 'listrik', 'terang', 'gagal', 'saldo', 'udh', 'potong', 'saldo', 'sampe']",1,negative
apliakasinya lebih simple dari yg lama ada fitur fitur baru juga tampilannya lebih unik dan menarik nyaman pakai aplikasi wondr by bni sukses terus untuk bni,"['apliakasinya', 'simple', 'fitur', 'fitur', 'tampil', 'unik', 'tarik', 'nyaman', 'pakai', 'aplikasi', 'wondr', 'by', 'bni', 'sukses', 'bni']",5,positive
aplikasi sebenarnya bagus fitur nya juga bagussimpel tapi kekurangan nya riwayat transaksi nya nggk langsung muncul habis transaksi harus nunggu beberapa jam dulu baru muncul tolong di perbaiki,"['aplikasi', 'bagus', 'fitur', 'bagussimpel', 'kurang', 'riwayat', 'transaksi', 'nggk', 'langsung', 'muncul', 'habis', 'transaksi', 'nunggu', 'jam', 'muncul', 'tolong', 'baik']",3,neutral
tidak bertangungjawab pembayaran qris sy gagal tapi saldo terpotong dan tidak bisa d kembalikan,"['bertangungjawab', 'bayar', 'qris', 'gagal', 'saldo', 'potong', 'kembali']",1,negative
sungguh sangat keren sekali,"['sungguh', 'keren']",5,positive
susah sekali pas mau masukin pin debet selalu tulisannya sistem sedang gangguan ditunggu hampir jam masih begitu terus,"['susah', 'masukin', 'pin', 'debet', 'tulis', 'sistem', 'ganggu', 'tunggu', 'jam']",1,negative
kurang adanya fitur tarik tunai tanpa kartu cardless di mbanking klo ada bagaimana caranya ya,"['fitur', 'tarik', 'tunai', 'kartu', 'cardless', 'mbanking']",3,neutral
rumit sekali untuk login harus verifikasi wajah untuk verifikasi kedipan mata gk ke deteksi padahal wajah sudah sesuai pemilik menyesal pakai aplikasi ini,"['rumit', 'login', 'verifikasi', 'wajah', 'verifikasi', 'kedip', 'mata', 'deteksi', 'wajah', 'sesuai', 'milik', 'sesal', 'pakai', 'aplikasi']",1,negative
awal bikin udh bermasalah pas jadi dan nyoba setor tunai kan rb terus nyoba isi pulsa rb terus tibatiba ribu nya ilang pada saat di tf rb padahal riwayat transaksi nya masih sama,"['bikin', 'udh', 'masalah', 'nyoba', 'setor', 'tunai', 'rb', 'nyoba', 'isi', 'pulsa', 'rb', 'tibatiba', 'ribu', 'ilang', 'tf', 'rb', 'riwayat', 'transaksi']",1,negative
verifikasi pin nya gagal mohon arahannyaterimakasih kasih,"['verifikasi', 'pin', 'gagal', 'mohon', 'arahannyaterimakasih', 'kasih']",3,neutral
transaksi mudah dan leb ih cepat banyak fitur yg bisa kita gunakan mulai daris qris pengisian walet pembayaran listrik bpjs dan pembayaran virtual lainnya,"['transaksi', 'mudah', 'leb', 'ih', 'cepat', 'fitur', 'dar', 'qris', 'isi', 'walet', 'bayar', 'listrik', 'bpjs', 'bayar', 'virtual']",5,positive
sangat bagus dan membantu,"['bagus', 'bantu']",5,positive
sedang urgent ingin transaksi malah perbaikan kalau aplikasi belum siap pakai kenapa dirilis,"['urgent', 'transaksi', 'baik', 'aplikasi', 'pakai', 'rilis']",1,negative
sangat memudahkan dan melancarkan urusan,"['mudah', 'lancar', 'urus']",5,positive
aplikasi yang sangat mudah digunakan fiturnya lengkap dan mudah diakses dimanapun dan kapanpun,"['aplikasi', 'mudah', 'fiturnya', 'lengkap', 'mudah', 'akses', 'mana']",5,positive
